what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381418372273
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1381418372295
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1381418377247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418378008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1381418378029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418380740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418382757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1381418382783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418385259
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381418449946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418452588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418476493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418477565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418489270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418504724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418552802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418554332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418959341
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1381418960110
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1381418960112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418961248
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1381418963072
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1381418965834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418975777
opened,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381418977260
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1381418977490
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1381418977495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381418984247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419005686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419012174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419015239
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381419015254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381419019086
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381419028887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419029999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419473304
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381419473308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419476176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419511307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1381419512239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419512908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419516809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419519129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419520699
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1381419520711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419521053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419525614
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1381419747582
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1381419748785
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1381419753848
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1381419753862
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381419754955
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381419758356
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1381419758410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419761470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419764522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419767550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419768492
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1381419768499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419768844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419768889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419769329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419777328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419778251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419802436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381419805800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421251774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421255578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421263707
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381421265386
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381421266484
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381421269246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421278986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421431685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421436062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421450470
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381421455935
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381421459120
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381421462356
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381421462797
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381421463044
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381421482247
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381421483987
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381421484133
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381421503121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421515241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421564765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381421566449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422293679
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381422296524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422306416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422309067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422318607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422318816
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1381422320337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422320895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422321084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422321645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422321805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422324925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422325141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422327662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422327829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422328324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422328493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422329540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1381422329748
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1381422332647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422333629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422997324
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1381422997334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381422999280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423003283
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381423003294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423006064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423009272
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1381423011489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423011789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423532328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381423535080
